2025-01-02 19:53:52.731 [] INFO  - org.ligot.afriyan.OngafriyanApplication - Starting OngafriyanApplication using Java 17.0.1 with PID 11744 (C:\Users\GLC\Documents\Project\Java\Formation\bizz\ongafriyan\target\classes started by GLC in C:\Users\GLC\Documents\Project\Java\Formation\bizz\ongafriyan)
2025-01-02 19:53:52.738 [] INFO  - org.ligot.afriyan.OngafriyanApplication - The following 1 profile is active: "dev"
2025-01-02 19:53:52.824 [] INFO  - org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-01-02 19:53:52.825 [] INFO  - org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-01-02 19:53:54.871 [] INFO  - org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-01-02 19:53:55.254 [] INFO  - org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 371 ms. Found 44 JPA repository interfaces.
2025-01-02 19:53:56.161 [] INFO  - org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8087 (http)
2025-01-02 19:53:56.171 [] INFO  - org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-01-02 19:53:56.172 [] INFO  - org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.10]
2025-01-02 19:53:56.249 [] INFO  - org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-01-02 19:53:56.250 [] INFO  - org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3423 ms
2025-01-02 19:53:56.617 [] INFO  - org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-01-02 19:53:56.692 [] INFO  - org.hibernate.Version - HHH000412: Hibernate ORM core version 6.2.5.Final
2025-01-02 19:53:56.696 [] INFO  - org.hibernate.cfg.Environment - HHH000406: Using bytecode reflection optimizer
2025-01-02 19:53:56.879 [] INFO  - org.hibernate.bytecode.internal.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2025-01-02 19:53:57.037 [] INFO  - org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-01-02 19:53:57.054 [] INFO  - com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-01-02 19:53:57.297 [] INFO  - com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@670e18ff
2025-01-02 19:53:57.299 [] INFO  - com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-01-02 19:53:57.952 [] INFO  - org.hibernate.bytecode.internal.BytecodeProviderInitiator - HHH000021: Bytecode provider name : bytebuddy
2025-01-02 19:53:59.180 [] INFO  - org.hibernate.metamodel.internal.EntityInstantiatorPojoStandard - HHH000182: No default (no-argument) constructor for class: org.ligot.afriyan.entities.UserConnect (class must be instantiated by Interceptor)
2025-01-02 19:53:59.777 [] INFO  - org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2025-01-02 19:54:00.559 [] INFO  - org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-01-02 19:54:01.009 [] INFO  - org.springframework.data.jpa.repository.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-01-02 19:54:04.998 [] INFO  - org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-01-02 19:54:05.120 [] INFO  - org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6075d323, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@78538671, org.springframework.security.web.context.SecurityContextHolderFilter@237398ba, org.springframework.security.web.header.HeaderWriterFilter@240f8cfa, org.springframework.security.web.authentication.logout.LogoutFilter@3d976053, org.ligot.afriyan.config.securities.JwtAuthenticationFilter@70676ae6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@65430dce, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3bbe78c2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4ef766c1, org.springframework.security.web.session.SessionManagementFilter@6ef5db07, org.springframework.security.web.access.ExceptionTranslationFilter@3d9b5a4, org.springframework.security.web.access.intercept.AuthorizationFilter@5c3afab]
2025-01-02 19:54:05.941 [] INFO  - org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-01-02 19:54:06.076 [] INFO  - org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8087 (http) with context path ''
2025-01-02 19:54:06.122 [] INFO  - org.ligot.afriyan.OngafriyanApplication - Started OngafriyanApplication in 13.863 seconds (process running for 15.473)
2025-01-02 19:54:06.747 [] INFO  - org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-01-02 19:54:06.759 [] INFO  - org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-01-02 19:54:06.763 [] INFO  - org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2025-01-02 19:57:45.997 [] INFO  - org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
